tract_geoid,state_fips,county_fips,tract,borough,census_name,population,median_household_income,median_age,employed_population,median_gross_rent,acs_year,acs_product
36005000100,36,005,000100,Bronx,Census Tract 1; Bronx County; New York,2950.0,,35.4,0.0,,2024,ACS 5-Year
36005000200,36,005,000200,Bronx,Census Tract 2; Bronx County; New York,5061.0,123729.0,39.2,2433.0,2083.0,2024,ACS 5-Year
36005000400,36,005,000400,Bronx,Census Tract 4; Bronx County; New York,6649.0,105924.0,34.9,3044.0,2081.0,2024,ACS 5-Year
36005001600,36,005,001600,Bronx,Census Tract 16; Bronx County; New York,5611.0,52147.0,45.5,2533.0,1360.0,2024,ACS 5-Year
36005001901,36,005,001901,Bronx,Census Tract 19.01; Bronx County; New York,2260.0,58083.0,35.7,1267.0,2008.0,2024,ACS 5-Year
36005001902,36,005,001902,Bronx,Census Tract 19.02; Bronx County; New York,2079.0,48953.0,39.3,961.0,2041.0,2024,ACS 5-Year
36005001903,36,005,001903,Bronx,Census Tract 19.03; Bronx County; New York,0.0,,,0.0,,2024,ACS 5-Year
36005001904,36,005,001904,Bronx,Census Tract 19.04; Bronx County; New York,0.0,,,0.0,,2024,ACS 5-Year
36005002001,36,005,002001,Bronx,Census Tract 20.01; Bronx County; New York,4199.0,22311.0,34.1,1041.0,542.0,2024,ACS 5-Year
36005002002,36,005,002002,Bronx,Census Tract 20.02; Bronx County; New York,3609.0,18649.0,47.5,1272.0,353.0,2024,ACS 5-Year
36005002300,36,005,002300,Bronx,Census Tract 23; Bronx County; New York,4567.0,16332.0,30.8,993.0,653.0,2024,ACS 5-Year
36005002400,36,005,002400,Bronx,Census Tract 24; Bronx County; New York,105.0,,37.1,43.0,,2024,ACS 5-Year
36005002500,36,005,002500,Bronx,Census Tract 25; Bronx County; New York,5117.0,35582.0,32.1,1865.0,1158.0,2024,ACS 5-Year
36005002701,36,005,002701,Bronx,Census Tract 27.01; Bronx County; New York,3111.0,20266.0,33.5,784.0,591.0,2024,ACS 5-Year
36005002702,36,005,002702,Bronx,Census Tract 27.02; Bronx County; New York,4798.0,30895.0,33.5,1459.0,1228.0,2024,ACS 5-Year
36005002800,36,005,002800,Bronx,Census Tract 28; Bronx County; New York,5462.0,58068.0,37.8,2673.0,1140.0,2024,ACS 5-Year
36005003100,36,005,003100,Bronx,Census Tract 31; Bronx County; New York,2788.0,59297.0,30.0,1305.0,1629.0,2024,ACS 5-Year
36005003300,36,005,003300,Bronx,Census Tract 33; Bronx County; New York,3577.0,31289.0,35.6,1176.0,1328.0,2024,ACS 5-Year
36005003500,36,005,003500,Bronx,Census Tract 35; Bronx County; New York,3481.0,36569.0,33.7,1020.0,1283.0,2024,ACS 5-Year
36005003700,36,005,003700,Bronx,Census Tract 37; Bronx County; New York,418.0,53029.0,30.5,153.0,,2024,ACS 5-Year
36005003800,36,005,003800,Bronx,Census Tract 38; Bronx County; New York,1250.0,54214.0,36.5,407.0,1413.0,2024,ACS 5-Year
36005003900,36,005,003900,Bronx,Census Tract 39; Bronx County; New York,5581.0,25625.0,35.1,1979.0,880.0,2024,ACS 5-Year
36005004001,36,005,004001,Bronx,Census Tract 40.01; Bronx County; New York,1294.0,78935.0,44.7,501.0,1573.0,2024,ACS 5-Year
36005004100,36,005,004100,Bronx,Census Tract 41; Bronx County; New York,6162.0,14592.0,37.3,1516.0,873.0,2024,ACS 5-Year
36005004200,36,005,004200,Bronx,Census Tract 42; Bronx County; New York,7755.0,55404.0,39.5,2860.0,1301.0,2024,ACS 5-Year
36005004300,36,005,004300,Bronx,Census Tract 43; Bronx County; New York,5400.0,23393.0,34.4,1638.0,807.0,2024,ACS 5-Year
36005004400,36,005,004400,Bronx,Census Tract 44; Bronx County; New York,4303.0,24375.0,35.3,1191.0,536.0,2024,ACS 5-Year
36005004600,36,005,004600,Bronx,Census Tract 46; Bronx County; New York,1478.0,30714.0,40.2,460.0,1167.0,2024,ACS 5-Year
36005004800,36,005,004800,Bronx,Census Tract 48; Bronx County; New York,4204.0,35870.0,30.0,1640.0,1376.0,2024,ACS 5-Year
36005005001,36,005,005001,Bronx,Census Tract 50.01; Bronx County; New York,4878.0,33632.0,28.2,1574.0,1502.0,2024,ACS 5-Year
36005005002,36,005,005002,Bronx,Census Tract 50.02; Bronx County; New York,6275.0,34688.0,28.0,2127.0,1671.0,2024,ACS 5-Year
36005005100,36,005,005100,Bronx,Census Tract 51; Bronx County; New York,7261.0,25851.0,30.7,1917.0,669.0,2024,ACS 5-Year
36005005200,36,005,005200,Bronx,Census Tract 52; Bronx County; New York,1837.0,39743.0,33.1,586.0,1018.0,2024,ACS 5-Year
36005005300,36,005,005300,Bronx,Census Tract 53; Bronx County; New York,4065.0,20608.0,31.3,1212.0,1410.0,2024,ACS 5-Year
36005005400,36,005,005400,Bronx,Census Tract 54; Bronx County; New York,5482.0,54884.0,30.9,2245.0,1545.0,2024,ACS 5-Year
36005005600,36,005,005600,Bronx,Census Tract 56; Bronx County; New York,2501.0,41684.0,35.1,1025.0,1359.0,2024,ACS 5-Year
36005005902,36,005,005902,Bronx,Census Tract 59.02; Bronx County; New York,3019.0,51364.0,38.1,1329.0,1352.0,2024,ACS 5-Year
36005006000,36,005,006000,Bronx,Census Tract 60; Bronx County; New York,1280.0,78269.0,34.3,458.0,1461.0,2024,ACS 5-Year
36005006100,36,005,006100,Bronx,Census Tract 61; Bronx County; New York,3369.0,72123.0,48.6,1467.0,1353.0,2024,ACS 5-Year
36005006200,36,005,006200,Bronx,Census Tract 62; Bronx County; New York,6363.0,27453.0,31.2,2052.0,1028.0,2024,ACS 5-Year
36005006301,36,005,006301,Bronx,Census Tract 63.01; Bronx County; New York,7053.0,59924.0,35.7,3470.0,1643.0,2024,ACS 5-Year
36005006302,36,005,006302,Bronx,Census Tract 63.02; Bronx County; New York,0.0,,,0.0,,2024,ACS 5-Year
36005006400,36,005,006400,Bronx,Census Tract 64; Bronx County; New York,4194.0,41429.0,30.7,1614.0,1784.0,2024,ACS 5-Year
36005006500,36,005,006500,Bronx,Census Tract 65; Bronx County; New York,5024.0,22740.0,33.7,1609.0,1317.0,2024,ACS 5-Year
36005006700,36,005,006700,Bronx,Census Tract 67; Bronx County; New York,7664.0,30191.0,32.0,2358.0,1039.0,2024,ACS 5-Year
36005006800,36,005,006800,Bronx,Census Tract 68; Bronx County; New York,2542.0,32550.0,32.7,718.0,2058.0,2024,ACS 5-Year
36005006900,36,005,006900,Bronx,Census Tract 69; Bronx County; New York,6077.0,26608.0,35.2,2037.0,1194.0,2024,ACS 5-Year
36005007000,36,005,007000,Bronx,Census Tract 70; Bronx County; New York,4408.0,40417.0,35.4,1487.0,1799.0,2024,ACS 5-Year
36005007100,36,005,007100,Bronx,Census Tract 71; Bronx County; New York,2805.0,23148.0,39.3,1077.0,1283.0,2024,ACS 5-Year
36005007200,36,005,007200,Bronx,Census Tract 72; Bronx County; New York,4845.0,58244.0,41.7,2130.0,1452.0,2024,ACS 5-Year
36005007300,36,005,007300,Bronx,Census Tract 73; Bronx County; New York,4325.0,29978.0,28.6,1554.0,1097.0,2024,ACS 5-Year
36005007400,36,005,007400,Bronx,Census Tract 74; Bronx County; New York,3280.0,69363.0,33.3,1519.0,1506.0,2024,ACS 5-Year
36005007500,36,005,007500,Bronx,Census Tract 75; Bronx County; New York,6353.0,34259.0,32.3,2162.0,1093.0,2024,ACS 5-Year
36005007600,36,005,007600,Bronx,Census Tract 76; Bronx County; New York,5252.0,53320.0,38.1,2143.0,1646.0,2024,ACS 5-Year
36005007700,36,005,007700,Bronx,Census Tract 77; Bronx County; New York,1966.0,50733.0,33.2,817.0,1380.0,2024,ACS 5-Year
36005007800,36,005,007800,Bronx,Census Tract 78; Bronx County; New York,5633.0,47216.0,35.1,2109.0,1676.0,2024,ACS 5-Year
36005007900,36,005,007900,Bronx,Census Tract 79; Bronx County; New York,6829.0,43081.0,33.3,2398.0,1332.0,2024,ACS 5-Year
36005008300,36,005,008300,Bronx,Census Tract 83; Bronx County; New York,6287.0,48634.0,34.4,2380.0,1194.0,2024,ACS 5-Year
36005008400,36,005,008400,Bronx,Census Tract 84; Bronx County; New York,3108.0,63631.0,35.0,1356.0,1801.0,2024,ACS 5-Year
36005008500,36,005,008500,Bronx,Census Tract 85; Bronx County; New York,5866.0,41535.0,35.2,2163.0,1154.0,2024,ACS 5-Year
36005008600,36,005,008600,Bronx,Census Tract 86; Bronx County; New York,3849.0,22671.0,34.6,1035.0,751.0,2024,ACS 5-Year
36005008700,36,005,008700,Bronx,Census Tract 87; Bronx County; New York,5914.0,40188.0,34.7,2265.0,1214.0,2024,ACS 5-Year
36005008900,36,005,008900,Bronx,Census Tract 89; Bronx County; New York,2949.0,35914.0,48.1,898.0,1211.0,2024,ACS 5-Year
36005009000,36,005,009000,Bronx,Census Tract 90; Bronx County; New York,3861.0,36806.0,37.1,1296.0,780.0,2024,ACS 5-Year
36005009200,36,005,009200,Bronx,Census Tract 92; Bronx County; New York,5888.0,58717.0,37.5,2660.0,1681.0,2024,ACS 5-Year
36005009301,36,005,009301,Bronx,Census Tract 93.01; Bronx County; New York,5754.0,50962.0,31.5,2512.0,1502.0,2024,ACS 5-Year
36005009302,36,005,009302,Bronx,Census Tract 93.02; Bronx County; New York,319.0,,41.7,0.0,,2024,ACS 5-Year
36005009600,36,005,009600,Bronx,Census Tract 96; Bronx County; New York,1978.0,47212.0,43.5,738.0,1797.0,2024,ACS 5-Year
36005009800,36,005,009800,Bronx,Census Tract 98; Bronx County; New York,4080.0,97896.0,53.8,1729.0,2014.0,2024,ACS 5-Year
36005011000,36,005,011000,Bronx,Census Tract 110; Bronx County; New York,0.0,,,0.0,,2024,ACS 5-Year
36005011502,36,005,011502,Bronx,Census Tract 115.02; Bronx County; New York,3935.0,30922.0,37.6,1466.0,1209.0,2024,ACS 5-Year
36005011701,36,005,011701,Bronx,Census Tract 117.01; Bronx County; New York,1262.0,36857.0,27.8,457.0,1348.0,2024,ACS 5-Year
36005011702,36,005,011702,Bronx,Census Tract 117.02; Bronx County; New York,0.0,,,0.0,,2024,ACS 5-Year
36005011800,36,005,011800,Bronx,Census Tract 118; Bronx County; New York,5057.0,93319.0,28.5,2029.0,2289.0,2024,ACS 5-Year
36005011900,36,005,011900,Bronx,Census Tract 119; Bronx County; New York,5879.0,44122.0,27.7,2178.0,1551.0,2024,ACS 5-Year
36005012101,36,005,012101,Bronx,Census Tract 121.01; Bronx County; New York,3293.0,34464.0,36.3,1158.0,1509.0,2024,ACS 5-Year
36005012102,36,005,012102,Bronx,Census Tract 121.02; Bronx County; New York,1429.0,28200.0,42.3,414.0,888.0,2024,ACS 5-Year
36005012300,36,005,012300,Bronx,Census Tract 123; Bronx County; New York,4712.0,36435.0,32.2,1885.0,1408.0,2024,ACS 5-Year
36005012500,36,005,012500,Bronx,Census Tract 125; Bronx County; New York,4001.0,55772.0,29.7,1801.0,1418.0,2024,ACS 5-Year
36005012701,36,005,012701,Bronx,Census Tract 127.01; Bronx County; New York,2129.0,34688.0,33.6,810.0,1232.0,2024,ACS 5-Year
36005012901,36,005,012901,Bronx,Census Tract 129.01; Bronx County; New York,4944.0,39409.0,32.6,1430.0,1117.0,2024,ACS 5-Year
36005013000,36,005,013000,Bronx,Census Tract 130; Bronx County; New York,1388.0,59595.0,46.2,666.0,,2024,ACS 5-Year
36005013100,36,005,013100,Bronx,Census Tract 131; Bronx County; New York,5288.0,19760.0,38.3,1592.0,1273.0,2024,ACS 5-Year
36005013200,36,005,013200,Bronx,Census Tract 132; Bronx County; New York,7083.0,107563.0,40.1,3438.0,2240.0,2024,ACS 5-Year
36005013300,36,005,013300,Bronx,Census Tract 133; Bronx County; New York,6087.0,28560.0,32.0,1781.0,686.0,2024,ACS 5-Year
36005013500,36,005,013500,Bronx,Census Tract 135; Bronx County; New York,4075.0,26125.0,27.4,1328.0,1181.0,2024,ACS 5-Year
36005013800,36,005,013800,Bronx,Census Tract 138; Bronx County; New York,3062.0,92567.0,36.9,1326.0,1880.0,2024,ACS 5-Year
36005014100,36,005,014100,Bronx,Census Tract 141; Bronx County; New York,7856.0,38816.0,31.4,3135.0,1395.0,2024,ACS 5-Year
36005014300,36,005,014300,Bronx,Census Tract 143; Bronx County; New York,1647.0,12367.0,38.8,501.0,705.0,2024,ACS 5-Year
36005014400,36,005,014400,Bronx,Census Tract 144; Bronx County; New York,6128.0,30288.0,32.4,1886.0,391.0,2024,ACS 5-Year
36005014500,36,005,014500,Bronx,Census Tract 145; Bronx County; New York,6899.0,28104.0,31.6,1630.0,1227.0,2024,ACS 5-Year
36005014701,36,005,014701,Bronx,Census Tract 147.01; Bronx County; New York,6094.0,35277.0,25.3,1881.0,929.0,2024,ACS 5-Year
36005014702,36,005,014702,Bronx,Census Tract 147.02; Bronx County; New York,4950.0,23825.0,27.4,1583.0,516.0,2024,ACS 5-Year
36005014900,36,005,014900,Bronx,Census Tract 149; Bronx County; New York,4714.0,35982.0,31.2,1855.0,1617.0,2024,ACS 5-Year
36005015100,36,005,015100,Bronx,Census Tract 151; Bronx County; New York,5216.0,31298.0,47.0,1805.0,1354.0,2024,ACS 5-Year
36005015200,36,005,015200,Bronx,Census Tract 152; Bronx County; New York,2562.0,81875.0,38.3,1138.0,1984.0,2024,ACS 5-Year
36005015300,36,005,015300,Bronx,Census Tract 153; Bronx County; New York,3603.0,33028.0,37.1,1022.0,1240.0,2024,ACS 5-Year
36005015500,36,005,015500,Bronx,Census Tract 155; Bronx County; New York,3016.0,43913.0,41.6,1035.0,1090.0,2024,ACS 5-Year
36005015700,36,005,015700,Bronx,Census Tract 157; Bronx County; New York,6152.0,46504.0,35.0,2864.0,1299.0,2024,ACS 5-Year
36005015800,36,005,015800,Bronx,Census Tract 158; Bronx County; New York,1490.0,87656.0,46.8,667.0,1971.0,2024,ACS 5-Year
36005015900,36,005,015900,Bronx,Census Tract 159; Bronx County; New York,2407.0,25686.0,34.2,1108.0,1173.0,2024,ACS 5-Year
36005016000,36,005,016000,Bronx,Census Tract 160; Bronx County; New York,3848.0,90221.0,43.5,1728.0,2271.0,2024,ACS 5-Year
36005016100,36,005,016100,Bronx,Census Tract 161; Bronx County; New York,4703.0,23210.0,44.0,1439.0,1122.0,2024,ACS 5-Year
36005016200,36,005,016200,Bronx,Census Tract 162; Bronx County; New York,1885.0,121645.0,36.5,806.0,1919.0,2024,ACS 5-Year
36005016300,36,005,016300,Bronx,Census Tract 163; Bronx County; New York,0.0,,,0.0,,2024,ACS 5-Year
36005016400,36,005,016400,Bronx,Census Tract 164; Bronx County; New York,1132.0,69057.0,39.7,461.0,2042.0,2024,ACS 5-Year
36005016500,36,005,016500,Bronx,Census Tract 165; Bronx County; New York,1311.0,52446.0,32.3,595.0,1362.0,2024,ACS 5-Year
36005016600,36,005,016600,Bronx,Census Tract 166; Bronx County; New York,2395.0,109519.0,37.9,1050.0,2064.0,2024,ACS 5-Year
36005016700,36,005,016700,Bronx,Census Tract 167; Bronx County; New York,3015.0,45363.0,33.2,1012.0,1256.0,2024,ACS 5-Year
36005016900,36,005,016900,Bronx,Census Tract 169; Bronx County; New York,1944.0,42168.0,30.8,750.0,1345.0,2024,ACS 5-Year
36005017100,36,005,017100,Bronx,Census Tract 171; Bronx County; New York,0.0,,,0.0,,2024,ACS 5-Year
36005017300,36,005,017300,Bronx,Census Tract 173; Bronx County; New York,5266.0,33269.0,41.0,2131.0,1319.0,2024,ACS 5-Year
36005017500,36,005,017500,Bronx,Census Tract 175; Bronx County; New York,6264.0,18474.0,31.5,1919.0,1044.0,2024,ACS 5-Year
36005017701,36,005,017701,Bronx,Census Tract 177.01; Bronx County; New York,5395.0,62126.0,36.7,2504.0,1667.0,2024,ACS 5-Year
36005017702,36,005,017702,Bronx,Census Tract 177.02; Bronx County; New York,5232.0,40125.0,35.8,1838.0,1205.0,2024,ACS 5-Year
36005017901,36,005,017901,Bronx,Census Tract 179.01; Bronx County; New York,4968.0,47778.0,35.4,2009.0,1669.0,2024,ACS 5-Year
36005017902,36,005,017902,Bronx,Census Tract 179.02; Bronx County; New York,3030.0,42870.0,36.1,1187.0,1671.0,2024,ACS 5-Year
36005018101,36,005,018101,Bronx,Census Tract 181.01; Bronx County; New York,2881.0,55664.0,32.4,1310.0,1466.0,2024,ACS 5-Year
36005018102,36,005,018102,Bronx,Census Tract 181.02; Bronx County; New York,5324.0,31618.0,43.6,2276.0,1238.0,2024,ACS 5-Year
36005018301,36,005,018301,Bronx,Census Tract 183.01; Bronx County; New York,3933.0,46389.0,47.2,1663.0,1429.0,2024,ACS 5-Year
36005018302,36,005,018302,Bronx,Census Tract 183.02; Bronx County; New York,3295.0,68627.0,37.0,1616.0,1756.0,2024,ACS 5-Year
36005018400,36,005,018400,Bronx,Census Tract 184; Bronx County; New York,3886.0,92273.0,38.1,1876.0,1844.0,2024,ACS 5-Year
36005018501,36,005,018501,Bronx,Census Tract 185.01; Bronx County; New York,3775.0,49444.0,31.7,1515.0,1238.0,2024,ACS 5-Year
36005018502,36,005,018502,Bronx,Census Tract 185.02; Bronx County; New York,5525.0,28963.0,32.7,1665.0,1119.0,2024,ACS 5-Year
36005018900,36,005,018900,Bronx,Census Tract 189; Bronx County; New York,8244.0,54056.0,32.0,3692.0,1511.0,2024,ACS 5-Year
36005019300,36,005,019300,Bronx,Census Tract 193; Bronx County; New York,5949.0,46794.0,34.7,2705.0,1253.0,2024,ACS 5-Year
36005019400,36,005,019400,Bronx,Census Tract 194; Bronx County; New York,2117.0,100950.0,41.5,1067.0,1951.0,2024,ACS 5-Year
36005019500,36,005,019500,Bronx,Census Tract 195; Bronx County; New York,7738.0,45661.0,33.9,2702.0,1450.0,2024,ACS 5-Year
36005019700,36,005,019700,Bronx,Census Tract 197; Bronx County; New York,7628.0,25439.0,30.9,2663.0,1600.0,2024,ACS 5-Year
36005019900,36,005,019900,Bronx,Census Tract 199; Bronx County; New York,6852.0,34311.0,38.8,3190.0,1401.0,2024,ACS 5-Year
36005020000,36,005,020000,Bronx,Census Tract 200; Bronx County; New York,4419.0,46622.0,34.0,1707.0,1571.0,2024,ACS 5-Year
36005020100,36,005,020100,Bronx,Census Tract 201; Bronx County; New York,3845.0,32692.0,34.0,1115.0,1542.0,2024,ACS 5-Year
36005020200,36,005,020200,Bronx,Census Tract 202; Bronx County; New York,2602.0,53491.0,35.4,1137.0,1375.0,2024,ACS 5-Year
36005020400,36,005,020400,Bronx,Census Tract 204; Bronx County; New York,2829.0,55947.0,32.3,1067.0,1776.0,2024,ACS 5-Year
36005020501,36,005,020501,Bronx,Census Tract 205.01; Bronx County; New York,8397.0,27349.0,32.9,2567.0,1277.0,2024,ACS 5-Year
36005020502,36,005,020502,Bronx,Census Tract 205.02; Bronx County; New York,2331.0,39688.0,39.8,882.0,1353.0,2024,ACS 5-Year
36005020601,36,005,020601,Bronx,Census Tract 206.01; Bronx County; New York,2852.0,86701.0,33.4,1319.0,1660.0,2024,ACS 5-Year
36005020900,36,005,020900,Bronx,Census Tract 209; Bronx County; New York,4809.0,38333.0,33.3,1895.0,1410.0,2024,ACS 5-Year
36005021001,36,005,021001,Bronx,Census Tract 210.01; Bronx County; New York,7347.0,52629.0,37.8,2955.0,1750.0,2024,ACS 5-Year
36005021002,36,005,021002,Bronx,Census Tract 210.02; Bronx County; New York,7434.0,73188.0,36.8,3312.0,1744.0,2024,ACS 5-Year
36005021100,36,005,021100,Bronx,Census Tract 211; Bronx County; New York,5922.0,52128.0,30.7,2182.0,1311.0,2024,ACS 5-Year
36005021200,36,005,021200,Bronx,Census Tract 212; Bronx County; New York,5322.0,68926.0,42.5,2173.0,1761.0,2024,ACS 5-Year
36005021301,36,005,021301,Bronx,Census Tract 213.01; Bronx County; New York,1289.0,37171.0,32.0,475.0,1489.0,2024,ACS 5-Year
36005021302,36,005,021302,Bronx,Census Tract 213.02; Bronx County; New York,5898.0,37049.0,42.2,2366.0,1350.0,2024,ACS 5-Year
36005021501,36,005,021501,Bronx,Census Tract 215.01; Bronx County; New York,4346.0,37171.0,33.0,1872.0,1498.0,2024,ACS 5-Year
36005021502,36,005,021502,Bronx,Census Tract 215.02; Bronx County; New York,6235.0,20415.0,36.6,1819.0,1305.0,2024,ACS 5-Year
36005021601,36,005,021601,Bronx,Census Tract 216.01; Bronx County; New York,4118.0,33990.0,33.2,1873.0,1589.0,2024,ACS 5-Year
36005021602,36,005,021602,Bronx,Census Tract 216.02; Bronx County; New York,6027.0,58569.0,38.3,2587.0,1735.0,2024,ACS 5-Year
36005021700,36,005,021700,Bronx,Census Tract 217; Bronx County; New York,5006.0,36195.0,36.2,2192.0,1448.0,2024,ACS 5-Year
36005021800,36,005,021800,Bronx,Census Tract 218; Bronx County; New York,6050.0,60108.0,40.0,2907.0,1494.0,2024,ACS 5-Year
36005021900,36,005,021900,Bronx,Census Tract 219; Bronx County; New York,1488.0,48444.0,37.1,743.0,1517.0,2024,ACS 5-Year
36005022000,36,005,022000,Bronx,Census Tract 220; Bronx County; New York,1872.0,23910.0,28.4,473.0,1323.0,2024,ACS 5-Year
36005022101,36,005,022101,Bronx,Census Tract 221.01; Bronx County; New York,3752.0,52176.0,29.0,1442.0,1392.0,2024,ACS 5-Year
36005022102,36,005,022102,Bronx,Census Tract 221.02; Bronx County; New York,5144.0,33614.0,33.9,1901.0,1493.0,2024,ACS 5-Year
36005022200,36,005,022200,Bronx,Census Tract 222; Bronx County; New York,3330.0,48110.0,37.1,1391.0,1695.0,2024,ACS 5-Year
36005022300,36,005,022300,Bronx,Census Tract 223; Bronx County; New York,4867.0,45257.0,34.3,2272.0,1185.0,2024,ACS 5-Year
36005022401,36,005,022401,Bronx,Census Tract 224.01; Bronx County; New York,2433.0,53398.0,36.9,911.0,1671.0,2024,ACS 5-Year
36005022403,36,005,022403,Bronx,Census Tract 224.03; Bronx County; New York,2782.0,72143.0,37.0,1499.0,1779.0,2024,ACS 5-Year
36005022404,36,005,022404,Bronx,Census Tract 224.04; Bronx County; New York,4292.0,61760.0,40.3,2132.0,1715.0,2024,ACS 5-Year
36005022500,36,005,022500,Bronx,Census Tract 225; Bronx County; New York,8040.0,50243.0,33.2,2884.0,1542.0,2024,ACS 5-Year
36005022701,36,005,022701,Bronx,Census Tract 227.01; Bronx County; New York,4942.0,37828.0,35.7,2148.0,1745.0,2024,ACS 5-Year
36005022702,36,005,022702,Bronx,Census Tract 227.02; Bronx County; New York,1071.0,34145.0,41.5,463.0,1555.0,2024,ACS 5-Year
36005022703,36,005,022703,Bronx,Census Tract 227.03; Bronx County; New York,1685.0,60694.0,35.2,648.0,1592.0,2024,ACS 5-Year
36005022800,36,005,022800,Bronx,Census Tract 228; Bronx County; New York,5744.0,83859.0,34.1,3041.0,1851.0,2024,ACS 5-Year
36005022901,36,005,022901,Bronx,Census Tract 229.01; Bronx County; New York,5927.0,52222.0,30.2,2352.0,1326.0,2024,ACS 5-Year
36005022902,36,005,022902,Bronx,Census Tract 229.02; Bronx County; New York,3378.0,47833.0,33.0,1947.0,1546.0,2024,ACS 5-Year
36005023000,36,005,023000,Bronx,Census Tract 230; Bronx County; New York,2889.0,53826.0,31.6,1191.0,1640.0,2024,ACS 5-Year
36005023100,36,005,023100,Bronx,Census Tract 231; Bronx County; New York,1420.0,,33.5,554.0,1482.0,2024,ACS 5-Year
36005023200,36,005,023200,Bronx,Census Tract 232; Bronx County; New York,2626.0,50893.0,29.6,1067.0,1767.0,2024,ACS 5-Year
36005023301,36,005,023301,Bronx,Census Tract 233.01; Bronx County; New York,3841.0,37936.0,32.5,1468.0,1372.0,2024,ACS 5-Year
36005023302,36,005,023302,Bronx,Census Tract 233.02; Bronx County; New York,3955.0,69030.0,30.0,1692.0,1562.0,2024,ACS 5-Year
36005023501,36,005,023501,Bronx,Census Tract 235.01; Bronx County; New York,2963.0,19940.0,34.1,1356.0,1364.0,2024,ACS 5-Year
36005023502,36,005,023502,Bronx,Census Tract 235.02; Bronx County; New York,4490.0,41780.0,37.1,1913.0,1228.0,2024,ACS 5-Year
36005023600,36,005,023600,Bronx,Census Tract 236; Bronx County; New York,1782.0,52368.0,32.0,833.0,1680.0,2024,ACS 5-Year
36005023702,36,005,023702,Bronx,Census Tract 237.02; Bronx County; New York,1021.0,34922.0,38.1,436.0,1489.0,2024,ACS 5-Year
36005023703,36,005,023703,Bronx,Census Tract 237.03; Bronx County; New York,4959.0,32892.0,31.8,1398.0,1596.0,2024,ACS 5-Year
36005023704,36,005,023704,Bronx,Census Tract 237.04; Bronx County; New York,3358.0,32228.0,37.5,1341.0,1786.0,2024,ACS 5-Year
36005023800,36,005,023800,Bronx,Census Tract 238; Bronx County; New York,2552.0,64408.0,32.8,1093.0,1816.0,2024,ACS 5-Year
36005023900,36,005,023900,Bronx,Census Tract 239; Bronx County; New York,8591.0,37543.0,34.5,3868.0,1652.0,2024,ACS 5-Year
36005024000,36,005,024000,Bronx,Census Tract 240; Bronx County; New York,3855.0,68832.0,40.5,1873.0,1900.0,2024,ACS 5-Year
36005024100,36,005,024100,Bronx,Census Tract 241; Bronx County; New York,6078.0,22361.0,37.2,2228.0,1440.0,2024,ACS 5-Year
36005024300,36,005,024300,Bronx,Census Tract 243; Bronx County; New York,4134.0,30446.0,40.1,1505.0,1408.0,2024,ACS 5-Year
36005024400,36,005,024400,Bronx,Census Tract 244; Bronx County; New York,2252.0,82083.0,33.4,1092.0,1872.0,2024,ACS 5-Year
36005024501,36,005,024501,Bronx,Census Tract 245.01; Bronx County; New York,4856.0,45900.0,40.6,2213.0,1124.0,2024,ACS 5-Year
36005024502,36,005,024502,Bronx,Census Tract 245.02; Bronx County; New York,4226.0,60221.0,30.2,2043.0,1411.0,2024,ACS 5-Year
36005024600,36,005,024600,Bronx,Census Tract 246; Bronx County; New York,2037.0,97115.0,41.4,910.0,1862.0,2024,ACS 5-Year
36005024700,36,005,024700,Bronx,Census Tract 247; Bronx County; New York,1756.0,48906.0,38.1,857.0,1608.0,2024,ACS 5-Year
36005024800,36,005,024800,Bronx,Census Tract 248; Bronx County; New York,3699.0,61210.0,39.0,1723.0,1800.0,2024,ACS 5-Year
36005024900,36,005,024900,Bronx,Census Tract 249; Bronx County; New York,0.0,,,0.0,,2024,ACS 5-Year
36005025000,36,005,025000,Bronx,Census Tract 250; Bronx County; New York,2763.0,109896.0,38.6,1263.0,1770.0,2024,ACS 5-Year
36005025100,36,005,025100,Bronx,Census Tract 251; Bronx County; New York,6983.0,36845.0,36.9,2884.0,1356.0,2024,ACS 5-Year
36005025200,36,005,025200,Bronx,Census Tract 252; Bronx County; New York,2582.0,83688.0,33.2,1328.0,2128.0,2024,ACS 5-Year
36005025300,36,005,025300,Bronx,Census Tract 253; Bronx County; New York,5503.0,42976.0,31.1,2313.0,1416.0,2024,ACS 5-Year
36005025400,36,005,025400,Bronx,Census Tract 254; Bronx County; New York,2582.0,90108.0,37.0,1188.0,1801.0,2024,ACS 5-Year
36005025500,36,005,025500,Bronx,Census Tract 255; Bronx County; New York,6139.0,49159.0,35.3,2851.0,1563.0,2024,ACS 5-Year
36005025600,36,005,025600,Bronx,Census Tract 256; Bronx County; New York,1582.0,60815.0,38.5,813.0,1603.0,2024,ACS 5-Year
36005025700,36,005,025700,Bronx,Census Tract 257; Bronx County; New York,1685.0,38667.0,33.4,651.0,1703.0,2024,ACS 5-Year
36005026100,36,005,026100,Bronx,Census Tract 261; Bronx County; New York,2047.0,59242.0,50.8,880.0,1685.0,2024,ACS 5-Year
36005026300,36,005,026300,Bronx,Census Tract 263; Bronx County; New York,6381.0,42100.0,38.7,2488.0,1550.0,2024,ACS 5-Year
36005026400,36,005,026400,Bronx,Census Tract 264; Bronx County; New York,5870.0,65337.0,36.1,2644.0,2146.0,2024,ACS 5-Year
